BF,Centre,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,151.0
BF,Centre-Sud,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,135.0
BF,Plateau Central,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,154.0
BF,Centre-Est,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,167.0
BF,Centre-Nord,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,198.0
BF,Centre-Ouest,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,213.0
BF,Est,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,176.0
BF,Nord,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,231.0
BF,Cascades,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,211.0
BF,Hauts-Bassins,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,194.0
BF,Sahel,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,285.0
BF,Sud-Ouest,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,203.0
ML,Kayes,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,259.0
ML,Koulikoro,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,232.0
ML,Sikasso,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,232.0
ML,Segou,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,274.0
ML,Mopti,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,325.0
ML,Bamako,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,149.0
ML,Gao/Timbouctou,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,237.0
MR,Nouakchott,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,115.0
MR,Zone Centre,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,59.0
MR,Zone Fleuve,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,94.0
MR,Zone Nord,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,121.0
MR,Zone Sud,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,117.0
NE,Agadez,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,111.0
NE,Diffa,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,120.0
NE,Dosso,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,215.0
NE,Maradi,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,231.0
NE,Tahoua,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,214.0
NE,Tillaberi,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,193.0
NE,Zinder,CMECMRCU5M,Probability of dying before the fifth birthday (in the ten years preceding the survey [five years for Total]) per 1 000 live births,269.0
CD,CHAD,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Ouagadougou,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Boucle du Mouhoun,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Centre,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Centre-Sud,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Plateau Central,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Centre-Est,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Centre-Nord,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Centre-Ouest,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Est,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Nord,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Cascades,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Hauts-Bassins,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Sahel,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
BF,Sud-Ouest,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.9
ML,Kayes,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.5
ML,Koulikoro,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.3
ML,Sikasso,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.3
ML,Segou,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
ML,Mopti,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,1.1
ML,Bamako,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
ML,Gao/Timbouctou,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
MR,Nouakchott,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,1.0
MR,Zone Centre,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
MR,Zone Fleuve,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.6
MR,Zone Nord,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,1.2
MR,Zone Sud,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
NE,Agadez,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
NE,Diffa,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.8
NE,Dosso,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
NE,Maradi,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,1.2
NE,Tahoua,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
NE,Tillaberi,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,1.1
NE,Zinder,EMEMPLMDKM,Percentage of men with 'don't know' or missing information on whether they worked in the last 12 months,0.0
CD,CHAD,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,84.1
BF,Ouagadougou,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,65.8
BF,Boucle du Mouhoun,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,86.9
BF,Centre,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,67.9
BF,Centre-Sud,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,73.1
BF,Plateau Central,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,59.2
BF,Centre-Est,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,28.8
BF,Centre-Nord,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,91.9
BF,Centre-Ouest,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,27.9
BF,Est,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,91.9
BF,Nord,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,88.5
BF,Cascades,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,75.4
BF,Hauts-Bassins,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,80.4
BF,Sahel,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,28.6
BF,Sud-Ouest,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,92.0
ML,Kayes,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,61.9
ML,Koulikoro,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,88.8
ML,Sikasso,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,80.5
ML,Segou,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,88.2
ML,Mopti,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,73.9
ML,Bamako,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,71.6
ML,Gao/Timbouctou,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,70.0
MR,Nouakchott,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,70.5
MR,Zone Centre,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,65.8
MR,Zone Fleuve,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,50.4
MR,Zone Nord,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,62.0
MR,Zone Sud,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,74.3
NE,Agadez,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,71.4
NE,Diffa,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,83.8
NE,Dosso,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,52.0
NE,Maradi,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,68.7
NE,Tahoua,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,65.1
NE,Tillaberi,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,63.1
NE,Zinder,EMEMPLMEMC,Percentage of men who worked in the 12 months preceding the survey and are working currently,61.1
CD,CHAD,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,4.9
BF,Ouagadougou,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,9.2
BF,Boucle du Mouhoun,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,4.9
BF,Centre,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,9.6
BF,Centre-Sud,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,15.9
BF,Plateau Central,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,30.3
BF,Centre-Est,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,32.3
BF,Centre-Nord,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,1.3
BF,Centre-Ouest,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,53.2
BF,Est,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,6.4
BF,Nord,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,3.4
BF,Cascades,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,2.2
BF,Hauts-Bassins,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,6.1
BF,Sahel,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,26.2
BF,Sud-Ouest,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,0.6
ML,Kayes,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,22.7
ML,Koulikoro,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,2.6
ML,Sikasso,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,4.2
ML,Segou,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,1.2
ML,Mopti,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,18.8
ML,Bamako,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,3.4
ML,Gao/Timbouctou,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,9.3
MR,Nouakchott,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,4.7
MR,Zone Centre,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,3.7
MR,Zone Fleuve,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,6.1
MR,Zone Nord,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,8.3
MR,Zone Sud,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,6.0
NE,Agadez,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,8.0
NE,Diffa,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,3.1
NE,Dosso,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,38.0
NE,Maradi,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,16.4
NE,Tahoua,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,29.0
NE,Tillaberi,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,16.9
NE,Zinder,EMEMPLMENC,Percentage of men who worked in the 12 months preceding the survey  but are not working currently,18.8
CD,CHAD,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,10.9
BF,Ouagadougou,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,25.0
BF,Boucle du Mouhoun,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,8.3
BF,Centre,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,22.5
BF,Centre-Sud,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,11.0
BF,Plateau Central,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,10.5
BF,Centre-Est,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,38.9
BF,Centre-Nord,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,6.9
BF,Centre-Ouest,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,18.9
BF,Est,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,1.7
BF,Nord,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,8.1
BF,Cascades,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,22.4
BF,Hauts-Bassins,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,13.5
BF,Sahel,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,45.2
BF,Sud-Ouest,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,6.5
ML,Kayes,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,14.9
ML,Koulikoro,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,8.3
ML,Sikasso,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,15.0
ML,Segou,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,10.6
ML,Mopti,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,6.1
ML,Bamako,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,25.0
ML,Gao/Timbouctou,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,20.7
MR,Nouakchott,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,23.8
MR,Zone Centre,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,30.5
MR,Zone Fleuve,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,42.9
MR,Zone Nord,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,28.5
MR,Zone Sud,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,19.6
NE,Agadez,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,20.6
NE,Diffa,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,12.3
NE,Dosso,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,10.0
NE,Maradi,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,13.6
NE,Tahoua,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,5.9
NE,Tillaberi,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,18.8
NE,Zinder,EMEMPLMN12,Percentage of men who did no work in the 12 months preceding the survey,20.1
CD,CHAD,EMEMPLMNUM,Number of men aged 15-49(54 59),1682.0
BF,Ouagadougou,EMEMPLMNUM,Number of men aged 15-49(54 59),439.0
BF,Boucle du Mouhoun,EMEMPLMNUM,Number of men aged 15-49(54 59),232.0
BF,Centre,EMEMPLMNUM,Number of men aged 15-49(54 59),65.0
BF,Centre-Sud,EMEMPLMNUM,Number of men aged 15-49(54 59),188.0
BF,Plateau Central,EMEMPLMNUM,Number of men aged 15-49(54 59),150.0
BF,Centre-Est,EMEMPLMNUM,Number of men aged 15-49(54 59),229.0
BF,Centre-Nord,EMEMPLMNUM,Number of men aged 15-49(54 59),221.0
BF,Centre-Ouest,EMEMPLMNUM,Number of men aged 15-49(54 59),207.0
BF,Est,EMEMPLMNUM,Number of men aged 15-49(54 59),233.0
BF,Nord,EMEMPLMNUM,Number of men aged 15-49(54 59),264.0
BF,Cascades,EMEMPLMNUM,Number of men aged 15-49(54 59),102.0
BF,Hauts-Bassins,EMEMPLMNUM,Number of men aged 15-49(54 59),496.0
BF,Sahel,EMEMPLMNUM,Number of men aged 15-49(54 59),241.0
BF,Sud-Ouest,EMEMPLMNUM,Number of men aged 15-49(54 59),144.0
ML,Kayes,EMEMPLMNUM,Number of men aged 15-49(54 59),346.0
ML,Koulikoro,EMEMPLMNUM,Number of men aged 15-49(54 59),350.0
ML,Sikasso,EMEMPLMNUM,Number of men aged 15-49(54 59),410.0
ML,Segou,EMEMPLMNUM,Number of men aged 15-49(54 59),408.0
ML,Mopti,EMEMPLMNUM,Number of men aged 15-49(54 59),284.0
ML,Bamako,EMEMPLMNUM,Number of men aged 15-49(54 59),330.0
ML,Gao/Timbouctou,EMEMPLMNUM,Number of men aged 15-49(54 59),36.0
MR,Nouakchott,EMEMPLMNUM,Number of men aged 15-49(54 59),773.0
MR,Zone Centre,EMEMPLMNUM,Number of men aged 15-49(54 59),157.0
MR,Zone Fleuve,EMEMPLMNUM,Number of men aged 15-49(54 59),501.0
MR,Zone Nord,EMEMPLMNUM,Number of men aged 15-49(54 59),211.0
MR,Zone Sud,EMEMPLMNUM,Number of men aged 15-49(54 59),344.0
NE,Agadez,EMEMPLMNUM,Number of men aged 15-49(54 59),89.0
NE,Diffa,EMEMPLMNUM,Number of men aged 15-49(54 59),86.0
NE,Dosso,EMEMPLMNUM,Number of men aged 15-49(54 59),380.0
NE,Maradi,EMEMPLMNUM,Number of men aged 15-49(54 59),598.0
NE,Tahoua,EMEMPLMNUM,Number of men aged 15-49(54 59),568.0
NE,Tillaberi,EMEMPLMNUM,Number of men aged 15-49(54 59),393.0
NE,Zinder,EMEMPLMNUM,Number of men aged 15-49(54 59),588.0
CD,CHAD,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Ouagadougou,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Boucle du Mouhoun,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Centre,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Centre-Sud,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Plateau Central,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Centre-Est,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Centre-Nord,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Centre-Ouest,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Est,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Nord,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Cascades,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Hauts-Bassins,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Sahel,EMEMPLMTOT,Percentage of men: Total,100.0
BF,Sud-Ouest,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Kayes,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Koulikoro,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Sikasso,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Segou,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Mopti,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Bamako,EMEMPLMTOT,Percentage of men: Total,100.0
ML,Gao/Timbouctou,EMEMPLMTOT,Percentage of men: Total,100.0
MR,Nouakchott,EMEMPLMTOT,Percentage of men: Total,100.0
MR,Zone Centre,EMEMPLMTOT,Percentage of men: Total,100.0
MR,Zone Fleuve,EMEMPLMTOT,Percentage of men: Total,100.0
MR,Zone Nord,EMEMPLMTOT,Percentage of men: Total,100.0
MR,Zone Sud,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Agadez,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Diffa,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Dosso,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Maradi,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Tahoua,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Tillaberi,EMEMPLMTOT,Percentage of men: Total,100.0
NE,Zinder,EMEMPLMTOT,Percentage of men: Total,100.0
